25.70992,24.166092
24.166092,13.416408
13.416408,24.083189
20.808653,9.486833
13.038404,27.658634
23.537205,30.149628
30.149628,29.15476
29.15476,17.492855
17.492855,37.12142
37.12142,33.42155
33.42155,13
13,8.246211
8.246211,12.083046
12.083046,11.661903
11.661903,13.038404
13.038404,26.925823
26.925823,10
10,16.124516
16.124516,24.5153
24.5153,21.377558
21.377558,21.633308
21.633308,16.155495
16.155495,9.219544
9.219544,33.24154
33.24154,19.026299
19.026299,35.35534
35.35534,22.472204
22.472204,23.600847
23.600847,26.400757
26.400757,13.892444
49.365982,20.396078
20.396078,10.816654
10.816654,27.073973
27.073973,20
20,47.507893
47.507893,7.071068
19.723083,29.732138
29.732138,16.763054
16.763054,25.495098
25.495098,3.6055512
9,31.622776
31.622776,17.029387
17.029387,8.062258
8.062258,13.038404
13.038404,7.615773
7.615773,17
17,27.658634
27.658634,22.022715
53.14132,31.112698
31.112698,27.202942
27.202942,26.400757
31.575306,21.931713
21.931713,24
24,36.069378
36.069378,10.049875
10.049875,34.785053
34.785053,17.088007
17.088007,25
25,23.600847
23.600847,24.207438
24.207438,38.8973
38.8973,13.038404
13.038404,20.808653
20.808653,23.769728
23.769728,11.045361
11.045361,22.561028
22.561028,37.802116
37.802116,7.28011
7.28011,6.3245554
6.3245554,30.463093
30.463093,21.213203
21.213203,21.023796
21.023796,22.022715
21.023796,31.575306
31.575306,42.201897
42.201897,13
13,18.439089
18.439089,18.027756
18.027756,4.1231055
4.1231055,30.479502
30.479502,17.029387
17.029387,17.029387
17.029387,15.132746
26.076809,15.033297
15.033297,51.894123
51.894123,25.806976
25.806976,17.464249
17.464249,42.941822
42.941822,11.7046995
11.7046995,30.413813
30.413813,17.804493
17.804493,18.35756
18.35756,14.764823
14.764823,12.649111
12.649111,27.202942
27.202942,20
20,8.602325
8.602325,11.401754
11.401754,27.294687
27.294687,47.507893
47.507893,9.848858
9.848858,34.655445
34.655445,12.649111
12.649111,7.28011
7.28011,26.400757
10.440307,8.485281
8.485281,55.081757
17,30.805843
30.805843,45.88028
14.764823,10.049875
10.049875,34.48188
34.48188,34.058773
10.816654,4
13,13
13,31.38471
31.38471,15.297058
10.29563,47.539455
47.539455,17.464249
17.464249,46.09772
46.09772,22.36068
28.635643,36.124783
36.124783,32.449963
32.449963,18.601076
18.601076,21.633308
21.633308,14.422205
14.422205,16.763054
16.763054,14.035668
14.035668,15.231546
15.231546,13.038404
3.1622777,21.377558
21.377558,17.262676
17.262676,19.924858
19.924858,13.601471
8.062258,15.6205
15.6205,18.788294
10.630146,19.416489
19.416489,26.24881
26.24881,10.440307
10.440307,6.708204
6.708204,12.165525
12.165525,25.059929
25.059929,21.023796
21.023796,21.931713
21.931713,12.369317
7.28011,8.944272
8.944272,48.507732
12.083046,12.806249
12.806249,10.049875
11.401754,23.194826
23.194826,51.40039
51.40039,13.453624
13.453624,12.083046
12.083046,13.341664
13.341664,23.409399
23.409399,11.18034
11.18034,22.561028
22.561028,22.561028
22.561028,57.982758
16,36.769554
28.071337,27.202942
27.202942,10.049875
10.049875,8.602325
8.602325,15.033297
15.033297,37.65634
37.65634,13.152946
13.152946,23
23,9.486833
9.486833,12.529964
12.529964,15.231546
15.231546,10
35.17101,13.892444
13.453624,6.708204
6.708204,9.848858
9.219544,43.416588
43.416588,10
10,48.373547
24.04163,9.219544
65.03076,10.630146
4.472136,1.4142135
29.274563,4.472136
4.472136,34.132095
34.132095,19
19,13.601471
13.601471,16.03122
16.03122,27.018513
27.018513,17.720045
14.422205,13.416408
13.416408,27.45906
27.45906,9
9,12
12,25.632011
25.632011,14.3178215
14.3178215,10
10,27.730848
27.730848,14.866069
26,9.219544
14.142136,26.683329
26.683329,18.973665
18.973665,14.764823
14.764823,5.656854
5.656854,12.0415945
12.0415945,16.124516
16.124516,53.75872
53.75872,65.490456
9.219544,11
11,7.2111025
7.2111025,7.28011
7.28011,12.165525
12.165525,9.219544
9.219544,28.301943
5.8309517,25.96151
25.96151,8.602325
